// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\e180f6be-7f6b-4fdb-815c-b1eae89192da
// command took 2.1s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\e180f6be-7f6b-4fdb-815c-b1eae89192da
// command took 2.82s and exited with 0
// ***** Done, took 00:00:05 (5.2 sec)   *****
// Found 5 benchmarks:
//   PopulateBenchmarks.LinqPopulate: DefaultJob
//   PopulateBenchmarks.ForLoopPopulate: DefaultJob
//   PopulateBenchmarks.ForEachPopulate: DefaultJob
//   PopulateBenchmarks.ParallelLinqPopulate: DefaultJob
//   PopulateBenchmarks.ParallelForEachLoop: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: PopulateBenchmarks.LinqPopulate: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "e180f6be-7f6b-4fdb-815c-b1eae89192da.dll" --benchmarkName "ListBenchmarks.PopulateBenchmarks.LinqPopulate" --job "Default" --benchmarkId 0 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\e180f6be-7f6b-4fdb-815c-b1eae89192da\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadPilot    1: 16 op, 339100.00 ns, 21.1938 us/op
WorkloadPilot    2: 32 op, 737500.00 ns, 23.0469 us/op
WorkloadPilot    3: 64 op, 1345600.00 ns, 21.0250 us/op
WorkloadPilot    4: 128 op, 2770700.00 ns, 21.6461 us/op
WorkloadPilot    5: 256 op, 5504300.00 ns, 21.5012 us/op
WorkloadPilot    6: 512 op, 11052400.00 ns, 21.5867 us/op
WorkloadPilot    7: 1024 op, 21301600.00 ns, 20.8023 us/op
WorkloadPilot    8: 2048 op, 40352600.00 ns, 19.7034 us/op
WorkloadPilot    9: 4096 op, 82492900.00 ns, 20.1399 us/op
WorkloadPilot   10: 8192 op, 158850800.00 ns, 19.3910 us/op
WorkloadPilot   11: 16384 op, 312236200.00 ns, 19.0574 us/op
WorkloadPilot   12: 32768 op, 581936900.00 ns, 17.7593 us/op

OverheadWarmup   1: 32768 op, 138100.00 ns, 4.2145 ns/op
OverheadWarmup   2: 32768 op, 131000.00 ns, 3.9978 ns/op
OverheadWarmup   3: 32768 op, 140000.00 ns, 4.2725 ns/op
OverheadWarmup   4: 32768 op, 131100.00 ns, 4.0009 ns/op
OverheadWarmup   5: 32768 op, 131100.00 ns, 4.0009 ns/op
OverheadWarmup   6: 32768 op, 131500.00 ns, 4.0131 ns/op

OverheadActual   1: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual   2: 32768 op, 158300.00 ns, 4.8309 ns/op
OverheadActual   3: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual   4: 32768 op, 131100.00 ns, 4.0009 ns/op
OverheadActual   5: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual   6: 32768 op, 141500.00 ns, 4.3182 ns/op
OverheadActual   7: 32768 op, 138100.00 ns, 4.2145 ns/op
OverheadActual   8: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual   9: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual  10: 32768 op, 143900.00 ns, 4.3915 ns/op
OverheadActual  11: 32768 op, 199400.00 ns, 6.0852 ns/op
OverheadActual  12: 32768 op, 148200.00 ns, 4.5227 ns/op
OverheadActual  13: 32768 op, 135000.00 ns, 4.1199 ns/op
OverheadActual  14: 32768 op, 131100.00 ns, 4.0009 ns/op
OverheadActual  15: 32768 op, 131200.00 ns, 4.0039 ns/op
OverheadActual  16: 32768 op, 134100.00 ns, 4.0924 ns/op
OverheadActual  17: 32768 op, 139100.00 ns, 4.2450 ns/op

WorkloadWarmup   1: 32768 op, 570508200.00 ns, 17.4105 us/op
WorkloadWarmup   2: 32768 op, 560542900.00 ns, 17.1064 us/op
WorkloadWarmup   3: 32768 op, 552810300.00 ns, 16.8704 us/op
WorkloadWarmup   4: 32768 op, 558917200.00 ns, 17.0568 us/op
WorkloadWarmup   5: 32768 op, 549029700.00 ns, 16.7551 us/op
WorkloadWarmup   6: 32768 op, 530596200.00 ns, 16.1925 us/op
WorkloadWarmup   7: 32768 op, 525364400.00 ns, 16.0328 us/op
WorkloadWarmup   8: 32768 op, 558004600.00 ns, 17.0289 us/op
WorkloadWarmup   9: 32768 op, 574107300.00 ns, 17.5204 us/op
WorkloadWarmup  10: 32768 op, 568299000.00 ns, 17.3431 us/op

// BeforeActualRun
WorkloadActual   1: 32768 op, 568470400.00 ns, 17.3483 us/op
WorkloadActual   2: 32768 op, 557516900.00 ns, 17.0141 us/op
WorkloadActual   3: 32768 op, 565762800.00 ns, 17.2657 us/op
WorkloadActual   4: 32768 op, 541494400.00 ns, 16.5251 us/op
WorkloadActual   5: 32768 op, 563519900.00 ns, 17.1973 us/op
WorkloadActual   6: 32768 op, 539789000.00 ns, 16.4731 us/op
WorkloadActual   7: 32768 op, 576071500.00 ns, 17.5803 us/op
WorkloadActual   8: 32768 op, 558535700.00 ns, 17.0452 us/op
WorkloadActual   9: 32768 op, 586017800.00 ns, 17.8838 us/op
WorkloadActual  10: 32768 op, 581336900.00 ns, 17.7410 us/op
WorkloadActual  11: 32768 op, 578201700.00 ns, 17.6453 us/op
WorkloadActual  12: 32768 op, 564905500.00 ns, 17.2395 us/op
WorkloadActual  13: 32768 op, 564298900.00 ns, 17.2210 us/op
WorkloadActual  14: 32768 op, 566220300.00 ns, 17.2797 us/op
WorkloadActual  15: 32768 op, 567962000.00 ns, 17.3328 us/op
WorkloadActual  16: 32768 op, 554751900.00 ns, 16.9297 us/op
WorkloadActual  17: 32768 op, 558748400.00 ns, 17.0516 us/op
WorkloadActual  18: 32768 op, 562729300.00 ns, 17.1731 us/op

// AfterActualRun
WorkloadResult   1: 32768 op, 568336300.00 ns, 17.3442 us/op
WorkloadResult   2: 32768 op, 557382800.00 ns, 17.0100 us/op
WorkloadResult   3: 32768 op, 565628700.00 ns, 17.2616 us/op
WorkloadResult   4: 32768 op, 541360300.00 ns, 16.5210 us/op
WorkloadResult   5: 32768 op, 563385800.00 ns, 17.1932 us/op
WorkloadResult   6: 32768 op, 539654900.00 ns, 16.4690 us/op
WorkloadResult   7: 32768 op, 575937400.00 ns, 17.5762 us/op
WorkloadResult   8: 32768 op, 558401600.00 ns, 17.0411 us/op
WorkloadResult   9: 32768 op, 581202800.00 ns, 17.7369 us/op
WorkloadResult  10: 32768 op, 578067600.00 ns, 17.6412 us/op
WorkloadResult  11: 32768 op, 564771400.00 ns, 17.2355 us/op
WorkloadResult  12: 32768 op, 564164800.00 ns, 17.2169 us/op
WorkloadResult  13: 32768 op, 566086200.00 ns, 17.2756 us/op
WorkloadResult  14: 32768 op, 567827900.00 ns, 17.3287 us/op
WorkloadResult  15: 32768 op, 554617800.00 ns, 16.9256 us/op
WorkloadResult  16: 32768 op, 558614300.00 ns, 17.0476 us/op
WorkloadResult  17: 32768 op, 562595200.00 ns, 17.1690 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 17.1761 us, StdErr = 0.0818 us (0.48%); N = 17, StdDev = 0.3372 us
Min = 16.4690 us, Q1 = 17.0255 us, Median = 17.2169 us, Q3 = 17.3365 us, Max = 17.7369 us
IQR = 0.3110 us, LowerFence = 16.5591 us, UpperFence = 17.8029 us
ConfidenceInterval = [16.8477 us; 17.5045 us] (CI 99.9%), Margin = 0.3284 us (1.91% of Mean)
Skewness = -0.47, Kurtosis = 2.79, MValue = 2

// **************************
// Benchmark: PopulateBenchmarks.ParallelForEachLoop: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "e180f6be-7f6b-4fdb-815c-b1eae89192da.dll" --benchmarkName "ListBenchmarks.PopulateBenchmarks.ParallelForEachLoop" --job "Default" --benchmarkId 4 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\e180f6be-7f6b-4fdb-815c-b1eae89192da\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 370300.00 ns, 370.3000 us/op
WorkloadJitting  1: 1 op, 12406800.00 ns, 12.4068 ms/op

OverheadJitting  2: 16 op, 918000.00 ns, 57.3750 us/op
WorkloadJitting  2: 16 op, 1325900.00 ns, 82.8688 us/op

WorkloadPilot    1: 16 op, 431000.00 ns, 26.9375 us/op
WorkloadPilot    2: 32 op, 374300.00 ns, 11.6969 us/op
WorkloadPilot    3: 64 op, 831400.00 ns, 12.9906 us/op
WorkloadPilot    4: 128 op, 1778000.00 ns, 13.8906 us/op
WorkloadPilot    5: 256 op, 3253400.00 ns, 12.7086 us/op
WorkloadPilot    6: 512 op, 6858900.00 ns, 13.3963 us/op
WorkloadPilot    7: 1024 op, 13578000.00 ns, 13.2598 us/op
WorkloadPilot    8: 2048 op, 25301700.00 ns, 12.3543 us/op
WorkloadPilot    9: 4096 op, 50312100.00 ns, 12.2832 us/op
WorkloadPilot   10: 8192 op, 101814500.00 ns, 12.4285 us/op
WorkloadPilot   11: 16384 op, 158695000.00 ns, 9.6860 us/op
WorkloadPilot   12: 32768 op, 323724100.00 ns, 9.8793 us/op
WorkloadPilot   13: 65536 op, 630987700.00 ns, 9.6281 us/op

OverheadWarmup   1: 65536 op, 264900.00 ns, 4.0421 ns/op
OverheadWarmup   2: 65536 op, 261900.00 ns, 3.9963 ns/op
OverheadWarmup   3: 65536 op, 264500.00 ns, 4.0359 ns/op
OverheadWarmup   4: 65536 op, 264200.00 ns, 4.0314 ns/op
OverheadWarmup   5: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadWarmup   6: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadWarmup   7: 65536 op, 270400.00 ns, 4.1260 ns/op

OverheadActual   1: 65536 op, 261900.00 ns, 3.9963 ns/op
OverheadActual   2: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadActual   3: 65536 op, 265400.00 ns, 4.0497 ns/op
OverheadActual   4: 65536 op, 261900.00 ns, 3.9963 ns/op
OverheadActual   5: 65536 op, 263200.00 ns, 4.0161 ns/op
OverheadActual   6: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadActual   7: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadActual   8: 65536 op, 276800.00 ns, 4.2236 ns/op
OverheadActual   9: 65536 op, 268000.00 ns, 4.0894 ns/op
OverheadActual  10: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadActual  11: 65536 op, 381900.00 ns, 5.8273 ns/op
OverheadActual  12: 65536 op, 274600.00 ns, 4.1901 ns/op
OverheadActual  13: 65536 op, 261800.00 ns, 3.9948 ns/op
OverheadActual  14: 65536 op, 261900.00 ns, 3.9963 ns/op
OverheadActual  15: 65536 op, 266800.00 ns, 4.0710 ns/op

WorkloadWarmup   1: 65536 op, 602343700.00 ns, 9.1910 us/op
WorkloadWarmup   2: 65536 op, 636693200.00 ns, 9.7152 us/op
WorkloadWarmup   3: 65536 op, 607065400.00 ns, 9.2631 us/op
WorkloadWarmup   4: 65536 op, 616114600.00 ns, 9.4012 us/op
WorkloadWarmup   5: 65536 op, 632602700.00 ns, 9.6528 us/op
WorkloadWarmup   6: 65536 op, 685453300.00 ns, 10.4592 us/op
WorkloadWarmup   7: 65536 op, 614369000.00 ns, 9.3745 us/op

// BeforeActualRun
WorkloadActual   1: 65536 op, 613962000.00 ns, 9.3683 us/op
WorkloadActual   2: 65536 op, 601051900.00 ns, 9.1713 us/op
WorkloadActual   3: 65536 op, 612015500.00 ns, 9.3386 us/op
WorkloadActual   4: 65536 op, 651433100.00 ns, 9.9401 us/op
WorkloadActual   5: 65536 op, 632078400.00 ns, 9.6448 us/op
WorkloadActual   6: 65536 op, 699491100.00 ns, 10.6734 us/op
WorkloadActual   7: 65536 op, 607033000.00 ns, 9.2626 us/op
WorkloadActual   8: 65536 op, 609111200.00 ns, 9.2943 us/op
WorkloadActual   9: 65536 op, 614532700.00 ns, 9.3770 us/op
WorkloadActual  10: 65536 op, 603760700.00 ns, 9.2127 us/op
WorkloadActual  11: 65536 op, 621209800.00 ns, 9.4789 us/op
WorkloadActual  12: 65536 op, 606821300.00 ns, 9.2594 us/op
WorkloadActual  13: 65536 op, 639910700.00 ns, 9.7643 us/op
WorkloadActual  14: 65536 op, 676756500.00 ns, 10.3265 us/op
WorkloadActual  15: 65536 op, 633821700.00 ns, 9.6714 us/op
WorkloadActual  16: 65536 op, 597326900.00 ns, 9.1145 us/op
WorkloadActual  17: 65536 op, 610845100.00 ns, 9.3208 us/op
WorkloadActual  18: 65536 op, 631723600.00 ns, 9.6393 us/op
WorkloadActual  19: 65536 op, 662499300.00 ns, 10.1089 us/op
WorkloadActual  20: 65536 op, 629954200.00 ns, 9.6123 us/op
WorkloadActual  21: 65536 op, 805275100.00 ns, 12.2875 us/op
WorkloadActual  22: 65536 op, 637732900.00 ns, 9.7310 us/op
WorkloadActual  23: 65536 op, 608159800.00 ns, 9.2798 us/op
WorkloadActual  24: 65536 op, 611319100.00 ns, 9.3280 us/op
WorkloadActual  25: 65536 op, 623365900.00 ns, 9.5118 us/op
WorkloadActual  26: 65536 op, 607532100.00 ns, 9.2702 us/op
WorkloadActual  27: 65536 op, 606767800.00 ns, 9.2585 us/op
WorkloadActual  28: 65536 op, 627595900.00 ns, 9.5764 us/op
WorkloadActual  29: 65536 op, 612531400.00 ns, 9.3465 us/op

// AfterActualRun
WorkloadResult   1: 65536 op, 613700100.00 ns, 9.3643 us/op
WorkloadResult   2: 65536 op, 600790000.00 ns, 9.1673 us/op
WorkloadResult   3: 65536 op, 611753600.00 ns, 9.3346 us/op
WorkloadResult   4: 65536 op, 651171200.00 ns, 9.9361 us/op
WorkloadResult   5: 65536 op, 631816500.00 ns, 9.6408 us/op
WorkloadResult   6: 65536 op, 606771100.00 ns, 9.2586 us/op
WorkloadResult   7: 65536 op, 608849300.00 ns, 9.2903 us/op
WorkloadResult   8: 65536 op, 614270800.00 ns, 9.3730 us/op
WorkloadResult   9: 65536 op, 603498800.00 ns, 9.2087 us/op
WorkloadResult  10: 65536 op, 620947900.00 ns, 9.4749 us/op
WorkloadResult  11: 65536 op, 606559400.00 ns, 9.2554 us/op
WorkloadResult  12: 65536 op, 639648800.00 ns, 9.7603 us/op
WorkloadResult  13: 65536 op, 676494600.00 ns, 10.3225 us/op
WorkloadResult  14: 65536 op, 633559800.00 ns, 9.6674 us/op
WorkloadResult  15: 65536 op, 597065000.00 ns, 9.1105 us/op
WorkloadResult  16: 65536 op, 610583200.00 ns, 9.3168 us/op
WorkloadResult  17: 65536 op, 631461700.00 ns, 9.6353 us/op
WorkloadResult  18: 65536 op, 662237400.00 ns, 10.1049 us/op
WorkloadResult  19: 65536 op, 629692300.00 ns, 9.6083 us/op
WorkloadResult  20: 65536 op, 637471000.00 ns, 9.7270 us/op
WorkloadResult  21: 65536 op, 607897900.00 ns, 9.2758 us/op
WorkloadResult  22: 65536 op, 611057200.00 ns, 9.3240 us/op
WorkloadResult  23: 65536 op, 623104000.00 ns, 9.5078 us/op
WorkloadResult  24: 65536 op, 607270200.00 ns, 9.2662 us/op
WorkloadResult  25: 65536 op, 606505900.00 ns, 9.2545 us/op
WorkloadResult  26: 65536 op, 627334000.00 ns, 9.5724 us/op
WorkloadResult  27: 65536 op, 612269500.00 ns, 9.3425 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 9.4852 us, StdErr = 0.0567 us (0.60%); N = 27, StdDev = 0.2945 us
Min = 9.1105 us, Q1 = 9.2662 us, Median = 9.3643 us, Q3 = 9.6408 us, Max = 10.3225 us
IQR = 0.3745 us, LowerFence = 8.7044 us, UpperFence = 10.2026 us
ConfidenceInterval = [9.2751 us; 9.6953 us] (CI 99.9%), Margin = 0.2101 us (2.22% of Mean)
Skewness = 1.13, Kurtosis = 3.66, MValue = 2

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\ListBenchmarks.PopulateBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\ListBenchmarks.PopulateBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\ListBenchmarks.PopulateBenchmarks-report.html

// * Detailed results *
PopulateBenchmarks.LinqPopulate: DefaultJob
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 745.5552 ns, StdErr = 1.8023 ns (0.24%); N = 13, StdDev = 6.4983 ns
Min = 732.1777 ns, Q1 = 743.6183 ns, Median = 746.0167 ns, Q3 = 750.7474 ns, Max = 754.1735 ns
IQR = 7.1291 ns, LowerFence = 732.9247 ns, UpperFence = 761.4410 ns
ConfidenceInterval = [737.7732 ns; 753.3371 ns] (CI 99.9%), Margin = 7.7819 ns (1.04% of Mean)
Skewness = -0.8, Kurtosis = 2.59, MValue = 2
-------------------- Histogram --------------------
[729.760 ns ; 756.592 ns) | @@@@@@@@@@@@@
---------------------------------------------------

PopulateBenchmarks.ForLoopPopulate: DefaultJob
Runtime = ; GC = 
There are not any results runs

PopulateBenchmarks.ForEachPopulate: DefaultJob
Runtime = ; GC = 
There are not any results runs

PopulateBenchmarks.ParallelLinqPopulate: DefaultJob
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 17.1761 us, StdErr = 0.0818 us (0.48%); N = 17, StdDev = 0.3372 us
Min = 16.4690 us, Q1 = 17.0255 us, Median = 17.2169 us, Q3 = 17.3365 us, Max = 17.7369 us
IQR = 0.3110 us, LowerFence = 16.5591 us, UpperFence = 17.8029 us
ConfidenceInterval = [16.8477 us; 17.5045 us] (CI 99.9%), Margin = 0.3284 us (1.91% of Mean)
Skewness = -0.47, Kurtosis = 2.79, MValue = 2
-------------------- Histogram --------------------
[16.354 us ; 16.817 us) | @@
[16.817 us ; 17.429 us) | @@@@@@@@@@@@
[17.429 us ; 17.852 us) | @@@
---------------------------------------------------

PopulateBenchmarks.ParallelForEachLoop: DefaultJob
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 9.4852 us, StdErr = 0.0567 us (0.60%); N = 27, StdDev = 0.2945 us
Min = 9.1105 us, Q1 = 9.2662 us, Median = 9.3643 us, Q3 = 9.6408 us, Max = 10.3225 us
IQR = 0.3745 us, LowerFence = 8.7044 us, UpperFence = 10.2026 us
ConfidenceInterval = [9.2751 us; 9.6953 us] (CI 99.9%), Margin = 0.2101 us (2.22% of Mean)
Skewness = 1.13, Kurtosis = 3.66, MValue = 2
-------------------- Histogram --------------------
[9.025 us ;  9.384 us) | @@@@@@@@@@@@@@@
[9.384 us ;  9.587 us) | @@@
[9.587 us ;  9.920 us) | @@@@@@
[9.920 us ; 10.408 us) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.18362
AMD Ryzen 5 1600, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=3.0.100
  [Host]     : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT


|               Method |        Mean |      Error |     StdDev |
|--------------------- |------------:|-----------:|-----------:|
|         LinqPopulate |    745.6 ns |   7.782 ns |   6.498 ns |
|      ForLoopPopulate |          NA |         NA |         NA |
|      ForEachPopulate |          NA |         NA |         NA |
| ParallelLinqPopulate | 17,176.1 ns | 328.384 ns | 337.227 ns |
|  ParallelForEachLoop |  9,485.2 ns | 210.105 ns | 294.538 ns |

Benchmarks with issues:
  PopulateBenchmarks.ForLoopPopulate: DefaultJob
  PopulateBenchmarks.ForEachPopulate: DefaultJob

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Hints *
Outliers
  PopulateBenchmarks.LinqPopulate: Default         -> 2 outliers were removed (768.87 ns, 3.06 us)
  PopulateBenchmarks.ParallelLinqPopulate: Default -> 1 outlier  was  removed, 3 outliers were detected (16.47 us, 16.53 us, 17.88 us)
  PopulateBenchmarks.ParallelForEachLoop: Default  -> 2 outliers were removed (10.67 us, 12.29 us)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 ns   : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:40 (100.62 sec), executed benchmarks: 5

Global total time: 00:01:45 (105.83 sec), executed benchmarks: 5
// * Artifacts cleanup *
